Time (ms),Stage,PosX (m),PosY (m),PosZ (m),VeloX (m/s),VeloY (m/s),VeloZ (m/s),AccelX (m/s^2),AccelY (m/s^2),AccelZ (m/s^2),Bar Altitude,Bar Pressure,Bar Temperature,GPS Longitude,GPS Latitude,GPS Altitude,GPS PosX,GPS PosY,GPS PosZ,GPS Heading Angle,GPS Satellites,IMU AccelX,IMU AccelY,IMU AccelZ,IMU AngVeloX,IMU AngVeloY,IMU AngVeloZ,IMU MagX,IMU MagY,IMU MagZ,IMU OrientationW,IMU OrientationX,IMU OrientationY,IMU OrientationZ,IMU Roll,IMU Pitch,IMU Yaw,PWM,Target Lat,Target Long,Goal Angle,BNO Calibration Sys,BNO Calibration Accel,BNO Calibration Gryo,BNO Calibration Mag
3252.01,Main,838.44,664.24,134.86,8.12,8.12,8.12,0.00,-0.95,10.50,134.73,96887.18,26.77,-771821824.00,427118080.00,250.21,842.71,661.25,-25.90,109.90,13,2.25,-0.95,10.50,-2.44,-424.25,-54.81,14.38,40.69,29.00,0.63,-0.75,-0.02,0.20,-97.81,16.23,16.47,-136.77,-761037632.00,390029280.00,-163.82,0,1,3,3
3252.02,Main,838.65,664.10,134.77,8.29,8.29,8.29,0.00,-0.96,10.58,134.73,96887.18,26.77,-771821824.00,427118080.00,250.21,842.71,661.25,-25.90,109.90,13,2.45,-0.96,10.58,-2.44,-424.25,-54.81,14.38,40.69,29.00,0.63,-0.74,-0.04,0.22,-96.60,16.22,20.73,-137.71,-761037632.00,390029280.00,-163.82,0,1,3,3
3252.03,Main,838.84,663.98,134.70,8.45,8.45,8.45,0.00,-0.97,10.38,134.73,96887.18,26.77,-771821824.00,427118080.00,250.21,842.71,661.25,-25.90,109.90,13,2.54,-0.97,10.38,1.19,-419.62,-54.12,22.50,41.75,23.19,0.63,-0.74,-0.04,0.22,-96.60,16.22,20.73,-135.35,-761037632.00,390029280.00,-163.82,0,1,3,3
3252.04,Main,839.04,663.85,134.63,8.61,8.61,8.61,0.00,-0.90,10.49,134.73,96887.18,26.77,-771821824.00,427118080.00,250.21,842.71,661.25,-25.90,109.90,13,2.71,-0.90,10.49,4.62,-414.56,-54.00,22.50,41.75,23.19,0.63,-0.73,-0.09,0.27,-94.16,15.93,29.09,-134.71,-761037632.00,390029280.00,-163.82,0,1,3,3
3252.05,Main,839.24,663.71,134.57,8.77,8.77,8.77,0.00,-0.90,10.47,135.71,96887.18,26.66,-771821824.00,427118080.00,250.21,842.71,661.25,-25.90,109.90,13,2.87,-0.90,10.47,11.94,-403.50,-53.94,22.50,41.75,23.19,0.63,-0.72,-0.12,0.29,-92.93,15.65,33.18,-130.20,-761037632.00,390029280.00,-163.82,0,1,3,3
3252.06,Main,839.44,663.58,134.51,8.92,8.92,8.92,0.00,-1.01,10.46,135.71,96875.89,26.66,-771821824.00,427118080.00,250.21,842.71,661.25,-25.90,109.90,13,2.95,-1.01,10.46,15.44,-398.25,-54.31,22.50,41.75,23.19,0.62,-0.70,-0.14,0.31,-91.71,15.28,37.19,-128.53,-761037632.00,390029280.00,-163.82,0,1,3,3
3252.07,Main,839.64,663.45,134.46,9.06,9.06,9.06,0.00,-0.96,10.44,135.71,96875.89,26.66,-771821824.00,427118080.00,250.21,842.71,661.25,-25.90,109.90,13,3.03,-0.96,10.44,15.44,-398.25,-54.31,27.69,41.75,14.06,0.62,-0.69,-0.16,0.33,-90.51,14.82,41.14,-129.40,-761037632.00,390029280.00,-163.82,0,1,3,3
3252.08,Main,839.80,663.35,134.43,9.19,9.19,9.19,0.00,-0.83,10.28,135.71,96875.89,26.66,-771821824.00,427118080.00,250.21,842.71,661.25,-25.90,109.90,13,3.13,-0.83,10.28,18.50,-393.62,-55.25,27.69,41.75,14.06,0.62,-0.69,-0.16,0.33,-90.51,14.82,41.14,-127.15,-761037632.00,390029280.00,-163.82,0,1,3,3
3252.09,Main,839.97,663.24,134.39,9.32,9.32,9.32,0.00,-0.96,10.16,135.71,96875.89,26.66,-771821824.00,427118080.00,250.21,842.71,661.25,-25.90,109.90,13,3.20,-0.96,10.16,21.50,-389.19,-56.50,27.69,41.75,14.06,0.62,-0.68,-0.19,0.35,-89.32,14.27,45.04,-125.84,-761037632.00,390029280.00,-163.82,0,1,3,3
3252.10,Main,840.14,663.12,134.35,9.44,9.44,9.44,0.00,-0.76,10.03,135.71,96875.89,26.66,-771821824.00,427118080.00,250.21,842.71,661.25,-25.90,109.90,13,3.29,-0.76,10.03,24.31,-384.88,-57.81,27.69,41.75,14.06,0.61,-0.65,-0.23,0.39,-87.05,12.90,52.60,-125.42,-761037632.00,390029280.00,-163.82,0,1,3,3
3252.11,Main,840.33,663.00,134.29,9.57,9.57,9.57,0.00,-0.77,9.90,135.71,96875.89,26.66,-771821824.00,427118080.00,250.21,842.71,661.25,-25.90,109.90,13,3.37,-0.77,9.90,28.75,-374.38,-60.62,27.69,41.75,14.06,0.61,-0.63,-0.25,0.41,-85.97,12.09,56.27,-121.36,-761037632.00,390029280.00,-163.82,0,1,3,3
3252.12,Main,840.51,662.89,134.24,9.69,9.69,9.69,0.00,-0.78,9.95,135.55,96877.73,26.67,-771821824.00,427118080.00,250.21,842.71,661.25,-25.90,109.90,13,3.55,-0.78,9.95,28.75,-374.38,-60.62,27.69,41.75,14.06,0.60,-0.62,-0.27,0.42,-84.95,11.21,59.86,-122.16,-761037632.00,390029280.00,-163.82,0,1,3,3
3252.13,Main,840.65,662.79,134.21,9.79,9.79,9.79,0.00,-0.68,9.96,135.55,96877.73,26.67,-771821824.00,427118080.00,250.21,842.71,661.25,-25.90,109.90,13,3.64,-0.68,9.96,30.38,-369.12,-62.25,28.75,43.25,6.25,0.60,-0.62,-0.27,0.42,-84.95,11.21,59.86,-119.77,-761037632.00,390029280.00,-163.82,0,1,3,3
3252.14,Main,840.79,662.70,134.18,9.89,9.89,9.89,0.00,-0.78,9.93,135.55,96877.73,26.67,-771821824.00,427118080.00,250.21,842.71,661.25,-25.90,109.90,13,3.84,-0.78,9.93,31.38,-363.88,-64.12,28.75,43.25,6.25,0.60,-0.60,-0.29,0.44,-83.99,10.25,63.36,-118.19,-761037632.00,390029280.00,-163.82,0,1,3,3
3252.15,Main,840.95,662.60,134.14,10.00,10.00,10.00,0.00,-0.76,9.92,135.55,96877.73,26.67,-771821824.00,427118080.00,250.21,842.71,661.25,-25.90,109.90,13,3.93,-0.76,9.92,31.81,-359.06,-65.62,28.75,43.25,6.25,0.59,-0.57,-0.33,0.47,-82.29,8.15,70.15,-117.58,-761037632.00,390029280.00,-163.82,0,1,3,3
3252.16,Main,841.12,662.49,134.09,10.10,10.10,10.10,0.00,-0.84,9.92,135.55,96877.73,26.67,-771821824.00,427118080.00,250.21,842.71,661.25,-25.90,109.90,13,4.06,-0.84,9.92,31.06,-348.94,-68.12,28.75,43.25,6.25,0.58,-0.55,-0.35,0.48,-81.56,7.03,73.43,-113.94,-761037632.00,390029280.00,-163.82,0,1,3,3
3252.17,Main,841.28,662.39,134.04,10.20,10.20,10.20,0.00,-0.72,9.95,135.55,96877.73,26.67,-771821824.00,427118080.00,250.21,842.71,661.25,-25.90,109.90,13,4.19,-0.72,9.95,31.06,-348.94,-68.12,28.75,43.25,6.25,0.58,-0.53,-0.37,0.50,-80.91,5.86,76.64,-114.67,-761037632.00,390029280.00,-163.82,0,1,3,3
3252.18,Main,841.41,662.30,133.96,10.29,10.29,10.29,0.00,-0.71,10.00,133.63,96877.73,26.76,-771821824.00,427118080.00,250.21,842.71,661.25,-25.90,109.90,13,4.32,-0.71,10.00,29.62,-343.56,-68.56,26.06,44.38,-4.75,0.58,-0.53,-0.37,0.50,-80.91,5.86,76.64,-112.44,-761037632.00,390029280.00,-163.82,0,1,3,3
3252.19,Main,841.53,662.22,133.89,10.36,10.36,10.36,0.00,-0.69,9.97,133.63,96899.87,26.76,-771821824.00,427118080.00,250.21,842.71,661.25,-25.90,109.90,13,4.41,-0.69,9.97,27.69,-338.31,-68.62,26.06,44.38,-4.75,0.57,-0.51,-0.39,0.51,-80.36,4.67,79.77,-111.00,-761037632.00,390029280.00,-163.82,0,1,3,3
3252.20,Main,841.67,662.13,133.80,10.45,10.45,10.45,0.00,-0.70,9.83,133.63,96899.87,26.76,-771821824.00,427118080.00,250.21,842.71,661.25,-25.90,109.90,13,4.45,-0.70,9.83,26.00,-333.44,-68.50,26.06,44.38,-4.75,0.55,-0.48,-0.42,0.53,-79.51,2.25,85.86,-110.38,-761037632.00,390029280.00,-163.82,0,1,3,3
3252.21,Main,841.82,662.04,133.71,10.53,10.53,10.53,0.00,-0.68,9.42,133.63,96899.87,26.76,-771821824.00,427118080.00,250.21,842.71,661.25,-25.90,109.90,13,4.39,-0.68,9.42,21.56,-325.06,-67.00,26.06,44.38,-4.75,0.55,-0.46,-0.44,0.54,-79.21,1.03,88.84,-107.70,-761037632.00,390029280.00,-163.82,0,1,3,3
3252.22,Main,841.96,661.95,133.62,10.61,10.61,10.61,0.00,-0.57,9.24,133.63,96899.87,26.76,-771821824.00,427118080.00,250.21,842.71,661.25,-25.90,109.90,13,4.30,-0.57,9.24,21.56,-325.06,-67.00,26.06,44.38,-4.75,0.54,-0.44,-0.46,0.55,-79.00,-0.18,91.77,-108.36,-761037632.00,390029280.00,-163.82,0,1,3,3
3252.23,Main,842.08,661.87,133.55,10.67,10.67,10.67,0.00,-0.60,9.11,133.63,96899.87,26.76,-771821824.00,427118080.00,250.21,842.71,661.25,-25.90,109.90,13,4.41,-0.60,9.11,19.50,-321.69,-65.69,21.25,44.69,-13.06,0.54,-0.44,-0.46,0.55,-79.00,-0.18,91.77,-107.04,-761037632.00,390029280.00,-163.82,0,1,3,3
3252.24,Main,842.18,661.80,133.49,10.73,10.73,10.73,0.00,-0.46,9.03,133.63,96899.87,26.76,-771821824.00,427118080.00,250.21,842.71,661.25,-25.90,109.90,13,4.37,-0.46,9.03,17.50,-318.19,-64.12,21.25,44.69,-13.06,0.52,-0.41,-0.49,0.57,-78.82,-2.57,97.55,-106.99,-761037632.00,390029280.00,-163.82,0,1,3,3
3252.25,Main,842.32,661.71,133.39,10.80,10.80,10.80,0.00,-0.39,8.99,133.26,96904.16,26.77,-771821824.00,427118080.00,250.21,842.71,661.25,-25.90,109.90,13,4.45,-0.39,8.99,15.69,-314.50,-62.00,21.25,44.69,-13.06,0.51,-0.39,-0.50,0.58,-78.84,-3.72,100.39,-106.22,-761037632.00,390029280.00,-163.82,0,1,3,3
3252.26,Main,842.45,661.63,133.30,10.86,10.86,10.86,0.00,-0.28,9.07,133.26,96904.16,26.77,-771821824.00,427118080.00,250.21,842.71,661.25,-25.90,109.90,13,4.53,-0.28,9.07,12.88,-306.75,-58.25,21.25,44.69,-13.06,0.50,-0.37,-0.52,0.59,-78.92,-4.84,103.20,-103.82,-761037632.00,390029280.00,-163.82,0,1,3,3
3252.27,Main,842.58,661.55,133.21,10.92,10.92,10.92,0.00,-0.23,9.07,133.26,96904.16,26.77,-771821824.00,427118080.00,250.21,842.71,661.25,-25.90,109.90,13,4.58,-0.23,9.07,12.88,-306.75,-58.25,21.25,44.69,-13.06,0.49,-0.35,-0.53,0.60,-79.07,-5.94,105.99,-104.44,-761037632.00,390029280.00,-163.82,0,1,3,3
3252.28,Main,842.67,661.49,133.15,10.96,10.96,10.96,0.00,-0.15,9.09,133.26,96904.16,26.77,-771821824.00,427118080.00,250.21,842.71,661.25,-25.90,109.90,13,4.60,-0.15,9.09,11.88,-303.06,-56.50,11.56,45.06,-18.06,0.49,-0.35,-0.53,0.60,-79.07,-5.94,105.99,-102.99,-761037632.00,390029280.00,-163.82,0,1,3,3
3252.29,Main,842.77,661.43,133.08,11.00,11.00,11.00,0.00,-0.05,9.07,133.26,96904.16,26.77,-771821824.00,427118080.00,250.21,842.71,661.25,-25.90,109.90,13,4.58,-0.05,9.07,11.06,-299.69,-54.56,11.56,45.06,-18.06,0.48,-0.33,-0.54,0.60,-79.28,-7.00,108.75,-102.31,-761037632.00,390029280.00,-163.82,0,1,3,3
3252.30,Main,842.89,661.35,133.00,11.05,11.05,11.05,0.00,0.03,9.01,133.26,96904.16,26.77,-771821824.00,427118080.00,250.21,842.71,661.25,-25.90,109.90,13,4.66,0.03,9.01,9.94,-296.50,-52.81,11.56,45.06,-18.06,0.46,-0.30,-0.57,0.61,-79.85,-9.03,114.23,-102.27,-761037632.00,390029280.00,-163.82,0,1,3,3
3252.31,Main,843.01,661.28,132.90,11.10,11.10,11.10,0.00,0.09,9.02,132.46,96913.30,26.76,-771821824.00,427118080.00,250.21,842.71,661.25,-25.90,109.90,13,4.66,0.09,9.02,8.00,-289.62,-49.81,11.56,45.06,-18.06,0.45,-0.28,-0.58,0.62,-80.22,-9.99,116.95,-100.10,-761037632.00,390029280.00,-163.82,0,1,3,3
3252.32,Main,843.12,661.21,132.80,11.14,11.14,11.14,0.00,0.16,9.06,132.46,96913.30,26.76,-771821824.00,427118080.00,250.21,842.71,661.25,-25.90,109.90,13,4.69,0.16,9.06,8.00,-289.62,-49.81,11.56,45.06,-18.06,0.43,-0.26,-0.59,0.63,-80.65,-10.91,119.64,-100.71,-761037632.00,390029280.00,-163.82,0,1,3,3
3252.33,Main,843.21,661.15,132.72,11.17,11.17,11.17,0.00,0.24,9.09,132.46,96913.30,26.76,-771821824.00,427118080.00,250.21,842.71,661.25,-25.90,109.90,13,4.75,0.24,9.09,6.38,-285.25,-48.19,4.56,45.50,-19.69,0.43,-0.26,-0.59,0.63,-80.65,-10.91,119.64,-98.87,-761037632.00,390029280.00,-163.82,0,1,3,3
3252.34,Main,843.29,661.11,132.65,11.19,11.19,11.19,0.00,0.29,9.10,132.46,96913.30,26.76,-771821824.00,427118080.00,250.21,842.71,661.25,-25.90,109.90,13,4.77,0.29,9.10,4.69,-281.62,-46.31,4.56,45.50,-19.69,0.42,-0.24,-0.60,0.63,-81.13,-11.78,122.31,-97.94,-761037632.00,390029280.00,-163.82,0,1,3,3
3252.35,Main,843.38,661.05,132.57,11.23,11.23,11.23,0.00,0.40,9.17,132.46,96913.30,26.76,-771821824.00,427118080.00,250.21,842.71,661.25,-25.90,109.90,13,4.83,0.40,9.17,2.44,-277.69,-44.06,4.56,45.50,-19.69,0.40,-0.21,-0.62,0.64,-82.26,-13.38,127.60,-97.45,-761037632.00,390029280.00,-163.82,0,1,3,3
3252.36,Main,843.50,660.98,132.47,11.26,11.26,11.26,0.00,0.48,9.25,132.46,96913.30,26.76,-771821824.00,427118080.00,250.21,842.71,661.25,-25.90,109.90,13,4.87,0.48,9.25,0.19,-274.00,-41.44,4.56,45.50,-19.69,0.39,-0.19,-0.63,0.64,-82.91,-14.09,130.22,-96.45,-761037632.00,390029280.00,-163.82,0,1,3,3
3252.37,Main,843.61,660.91,132.38,11.29,11.29,11.29,0.00,0.47,9.26,132.46,96913.30,26.76,-771821824.00,427118080.00,250.21,842.71,661.25,-25.90,109.90,13,4.86,0.47,9.26,-2.38,-269.75,-38.94,4.56,45.50,-19.69,0.37,-0.18,-0.64,0.64,-83.60,-14.73,132.81,-95.15,-761037632.00,390029280.00,-163.82,0,1,3,3
3252.38,Main,843.68,660.87,132.31,11.31,11.31,11.31,0.00,0.55,9.35,132.30,96915.22,26.76,-771821824.00,427118080.00,250.21,842.71,661.25,-25.90,109.90,13,4.81,0.55,9.35,-4.88,-265.25,-35.88,-3.19,44.69,-20.56,0.37,-0.18,-0.64,0.64,-83.60,-14.73,132.81,-93.17,-761037632.00,390029280.00,-163.82,0,1,3,3
3252.39,Main,843.75,660.82,132.24,11.32,11.32,11.32,0.00,0.59,9.22,132.30,96915.22,26.76,-771821824.00,427118080.00,250.21,842.71,661.25,-25.90,109.90,13,4.77,0.59,9.22,-7.38,-260.81,-32.81,-3.19,44.69,-20.56,0.36,-0.16,-0.65,0.65,-84.33,-15.31,135.37,-91.77,-761037632.00,390029280.00,-163.82,0,1,3,3
3252.40,Main,843.85,660.77,132.16,11.34,11.34,11.34,0.00,0.76,9.18,132.30,96915.22,26.76,-771821824.00,427118080.00,250.21,842.71,661.25,-25.90,109.90,13,4.64,0.76,9.18,-9.56,-256.81,-29.19,-3.19,44.69,-20.56,0.34,-0.13,-0.67,0.65,-85.91,-16.27,140.42,-91.16,-761037632.00,390029280.00,-163.82,0,1,3,3
3252.41,Main,843.95,660.70,132.06,11.36,11.36,11.36,0.00,0.82,9.14,132.30,96915.22,26.76,-771821824.00,427118080.00,250.21,842.71,661.25,-25.90,109.90,13,4.53,0.82,9.14,-12.69,-245.50,-22.88,-3.19,44.69,-20.56,0.32,-0.12,-0.68,0.65,-86.73,-16.64,142.88,-86.87,-761037632.00,390029280.00,-163.82,0,1,3,3
3252.43,Main,844.05,660.65,131.98,11.37,11.37,11.37,0.00,0.88,9.10,132.30,96915.22,26.76,-771821824.00,427118080.00,250.21,842.71,661.25,-25.90,109.90,13,4.36,0.88,9.10,-12.69,-245.50,-22.88,-3.19,44.69,-20.56,0.31,-0.10,-0.68,0.65,-87.56,-16.95,145.29,-87.42,-761037632.00,390029280.00,-163.82,0,1,3,3
3252.43,Main,844.10,660.62,131.93,11.37,11.37,11.37,0.00,0.83,8.76,132.30,96915.22,26.76,-771821824.00,427118080.00,250.21,842.71,661.25,-25.90,109.90,13,4.27,0.83,8.76,-13.56,-240.19,-20.06,-9.00,45.50,-19.38,0.31,-0.10,-0.68,0.65,-87.56,-16.95,145.29,-85.18,-761037632.00,390029280.00,-163.82,0,1,3,3
3252.44,Main,844.17,660.58,131.85,11.37,11.37,11.37,0.00,0.90,8.83,131.88,96915.22,26.76,-771821824.00,427118080.00,250.21,842.71,661.25,-25.90,109.90,13,4.18,0.90,8.83,-14.19,-235.94,-17.88,-9.00,45.50,-19.38,0.28,-0.08,-0.70,0.65,-89.23,-17.41,150.02,-84.45,-761037632.00,390029280.00,-163.82,0,1,3,3
3252.45,Main,844.26,660.53,131.76,11.37,11.37,11.37,0.00,0.97,8.84,131.88,96920.00,26.76,-771821824.00,427118080.00,250.21,842.71,661.25,-25.90,109.90,13,4.09,0.97,8.84,-14.25,-232.44,-16.06,-9.00,45.50,-19.38,0.27,-0.06,-0.70,0.65,-90.07,-17.56,152.35,-83.55,-761037632.00,390029280.00,-163.82,0,1,3,3
3252.47,Main,844.36,660.47,131.67,11.37,11.37,11.37,0.00,1.04,8.79,131.88,96920.00,26.76,-771821824.00,427118080.00,250.21,842.71,661.25,-25.90,109.90,13,3.90,1.04,8.79,-14.56,-224.06,-13.75,-9.00,45.50,-19.38,0.26,-0.05,-0.71,0.65,-90.90,-17.68,154.62,-80.58,-761037632.00,390029280.00,-163.82,0,1,3,3
3252.48,Main,844.43,660.43,131.60,11.36,11.36,11.36,0.00,1.01,8.83,131.88,96920.00,26.76,-771821824.00,427118080.00,250.21,842.71,661.25,-25.90,109.90,13,3.83,1.01,8.83,-14.56,-224.06,-13.75,-9.00,45.50,-19.38,0.25,-0.04,-0.72,0.65,-91.72,-17.76,156.86,-81.08,-761037632.00,390029280.00,-163.82,0,1,3,3
3252.48,Main,844.49,660.40,131.53,11.35,11.35,11.35,0.00,1.04,8.89,131.88,96920.00,26.76,-771821824.00,427118080.00,250.21,842.71,661.25,-25.90,109.90,13,3.79,1.04,8.89,-14.25,-219.44,-12.75,-13.75,45.50,-16.69,0.25,-0.04,-0.72,0.65,-91.72,-17.76,156.86,-79.22,-761037632.00,390029280.00,-163.82,0,1,3,3
3252.49,Main,844.53,660.37,131.48,11.33,11.33,11.33,0.00,1.09,8.91,131.88,96920.00,26.76,-771821824.00,427118080.00,250.21,842.71,661.25,-25.90,109.90,13,3.72,1.09,8.91,-14.25,-214.56,-12.12,-13.75,45.50,-16.69,0.22,-0.01,-0.73,0.65,-93.31,-17.81,161.17,-78.17,-761037632.00,390029280.00,-163.82,0,1,3,3
3252.50,Main,844.62,660.32,131.39,11.32,11.32,11.32,0.00,1.03,8.92,131.88,96920.00,26.76,-771821824.00,427118080.00,250.21,842.71,661.25,-25.90,109.90,13,3.58,1.03,8.92,-14.12,-209.38,-11.69,-13.75,45.50,-16.69,0.21,-0.00,-0.73,0.65,-94.08,-17.79,163.25,-76.52,-761037632.00,390029280.00,-163.82,0,1,3,3
3252.51,Main,844.70,660.28,131.30,11.31,11.31,11.31,0.00,1.01,9.00,131.34,96926.23,26.76,-771821824.00,427118080.00,250.21,842.71,661.25,-25.90,109.90,13,3.50,1.01,9.00,-13.62,-198.50,-10.50,-13.75,45.50,-16.69,0.20,0.01,-0.73,0.65,-94.83,-17.74,165.27,-72.57,-761037632.00,390029280.00,-163.82,0,1,3,3
3252.53,Main,844.77,660.24,131.21,11.29,11.29,11.29,0.00,1.02,9.02,131.34,96926.23,26.76,-771821824.00,427118080.00,250.21,842.71,661.25,-25.90,109.90,13,3.50,1.02,9.02,-13.62,-198.50,-10.50,-13.75,45.50,-16.69,0.19,0.02,-0.74,0.65,-95.55,-17.67,167.23,-73.00,-761037632.00,390029280.00,-163.82,0,1,3,3
3252.53,Main,844.81,660.21,131.15,11.26,11.26,11.26,0.00,0.92,9.14,131.34,96926.23,26.76,-771821824.00,427118080.00,250.21,842.71,661.25,-25.90,109.90,13,3.42,0.92,9.14,-13.12,-192.31,-10.25,-17.06,45.88,-13.56,0.19,0.02,-0.74,0.65,-95.55,-17.67,167.23,-70.54,-761037632.00,390029280.00,-163.82,0,1,3,3
3252.54,Main,844.86,660.19,131.08,11.23,11.23,11.23,0.00,0.93,9.21,131.34,96926.23,26.76,-771821824.00,427118080.00,250.21,842.71,661.25,-25.90,109.90,13,3.40,0.93,9.21,-12.81,-186.25,-9.81,-17.06,45.88,-13.56,0.18,0.03,-0.74,0.65,-96.24,-17.58,169.11,-68.51,-761037632.00,390029280.00,-163.82,0,1,3,3
3252.55,Main,844.92,660.16,131.01,11.21,11.21,11.21,0.00,0.93,9.36,131.34,96926.23,26.76,-771821824.00,427118080.00,250.21,842.71,661.25,-25.90,109.90,13,3.38,0.93,9.36,-12.69,-180.31,-9.38,-17.06,45.88,-13.56,0.15,0.05,-0.75,0.64,-97.57,-17.34,172.71,-66.89,-761037632.00,390029280.00,-163.82,0,1,3,3
3252.56,Main,845.00,660.11,130.92,11.19,11.19,11.19,0.00,0.86,9.53,131.34,96926.23,26.76,-771821824.00,427118080.00,250.21,842.71,661.25,-25.90,109.90,13,3.34,0.86,9.53,-12.75,-166.19,-7.56,-17.06,45.88,-13.56,0.14,0.06,-0.75,0.64,-98.19,-17.19,174.39,-61.42,-761037632.00,390029280.00,-163.82,0,1,3,3
3252.58,Main,845.07,660.08,130.83,11.16,11.16,11.16,0.00,0.86,9.78,130.64,96934.34,26.76,-771821824.00,427118080.00,250.21,842.71,661.25,-25.90,109.90,13,3.34,0.86,9.78,-12.75,-166.19,-7.56,-17.06,45.88,-13.56,0.13,0.07,-0.75,0.64,-98.79,-17.02,175.98,-61.78,-761037632.00,390029280.00,-163.82,0,1,3,3
3252.58,Main,845.10,660.06,130.76,11.12,11.12,11.12,0.00,0.79,9.74,130.64,96934.34,26.76,-771821824.00,427118080.00,250.21,842.71,661.25,-25.90,109.90,13,3.33,0.79,9.74,-13.00,-158.12,-6.44,-19.38,45.50,-9.56,0.13,0.07,-0.75,0.64,-98.79,-17.02,175.98,-58.41,-761037632.00,390029280.00,-163.82,0,1,3,3
3252.59,Main,845.14,660.04,130.68,11.09,11.09,11.09,0.00,0.73,9.70,130.64,96934.34,26.76,-771821824.00,427118080.00,250.21,842.71,661.25,-25.90,109.90,13,3.22,0.73,9.70,-13.31,-151.12,-5.44,-19.38,45.50,-9.56,0.12,0.09,-0.76,0.64,-99.91,-16.65,178.95,-56.13,-761037632.00,390029280.00,-163.82,0,1,3,3
3252.60,Main,845.21,660.00,130.58,11.06,11.06,11.06,0.00,0.74,9.73,130.64,96934.34,26.76,-771821824.00,427118080.00,250.21,842.71,661.25,-25.90,109.90,13,3.13,0.74,9.73,-13.38,-144.56,-4.25,-19.38,45.50,-9.56,0.11,0.09,-0.76,0.63,-100.43,-16.45,-179.68,-53.68,-761037632.00,390029280.00,-163.82,0,1,3,3
3252.62,Main,845.27,659.97,130.50,11.03,11.03,11.03,0.00,0.69,9.79,130.64,96934.34,26.76,-771821824.00,427118080.00,250.21,842.71,661.25,-25.90,109.90,13,3.04,0.69,9.79,-14.44,-129.12,-1.81,-19.38,45.50,-9.56,0.10,0.10,-0.76,0.63,-100.94,-16.23,-178.39,-47.41,-761037632.00,390029280.00,-163.82,0,1,3,3
3252.63,Main,845.32,659.95,130.42,10.99,10.99,10.99,0.00,0.69,9.75,130.64,96934.34,26.76,-771821824.00,427118080.00,250.21,842.71,661.25,-25.90,109.90,13,2.98,0.69,9.75,-14.44,-129.12,-1.81,-19.38,45.50,-9.56,0.08,0.12,-0.76,0.63,-101.41,-16.01,-175.69,-48.01,-761037632.00,390029280.00,-163.82,0,1,3,3
3252.64,Main,845.36,659.93,130.35,10.95,10.95,10.95,0.00,0.69,9.55,130.64,96934.34,26.76,-771821824.00,427118080.00,250.21,842.71,661.25,-25.90,109.90,13,2.85,0.69,9.55,-15.31,-119.88,-0.25,-22.06,45.88,-7.19,0.08,0.12,-0.76,0.63,-101.41,-16.01,-175.69,-44.04,-761037632.00,390029280.00,-163.82,0,1,3,3
3252.64,Main,845.38,659.92,130.29,10.90,10.90,10.90,0.00,0.59,9.34,130.38,96937.29,26.75,-771821824.00,427118080.00,250.21,842.71,661.25,-25.90,109.90,13,2.78,0.59,9.34,-16.31,-111.19,1.19,-22.06,45.88,-7.19,0.08,0.12,-0.76,0.63,-101.87,-15.79,-174.60,-40.53,-761037632.00,390029280.00,-163.82,0,1,3,3
3252.65,Main,845.43,659.90,130.21,10.86,10.86,10.86,0.00,0.57,9.08,130.38,96937.29,26.75,-771821824.00,427118080.00,250.21,842.71,661.25,-25.90,109.90,13,2.69,0.57,9.08,-17.31,-103.44,2.81,-22.06,45.88,-7.19,0.06,0.13,-0.77,0.62,-102.73,-15.30,-172.65,-37.58,-761037632.00,390029280.00,-163.82,0,1,3,3
3252.67,Main,845.49,659.87,130.12,10.82,10.82,10.82,0.00,0.44,8.81,130.38,96937.29,26.75,-771821824.00,427118080.00,250.21,842.71,661.25,-25.90,109.90,13,2.57,0.44,8.81,-18.25,-96.31,4.31,-22.06,45.88,-7.19,0.06,0.14,-0.77,0.62,-103.15,-15.05,-171.79,-34.65,-761037632.00,390029280.00,-163.82,0,1,3,3
3252.68,Main,845.54,659.84,130.04,10.78,10.78,10.78,0.00,0.40,8.57,130.38,96937.29,26.75,-771821824.00,427118080.00,250.21,842.71,661.25,-25.90,109.90,13,2.50,0.40,8.57,-19.12,-89.50,5.50,-22.06,45.88,-7.19,0.04,0.15,-0.77,0.62,-103.55,-14.80,-169.34,-32.24,-761037632.00,390029280.00,-163.82,0,1,3,3
3252.69,Main,845.57,659.83,129.97,10.73,10.73,10.73,0.00,0.46,8.57,130.38,96937.29,26.75,-771821824.00,427118080.00,250.21,842.71,661.25,-25.90,109.90,13,2.50,0.46,8.57,-19.75,-83.44,6.75,-23.75,45.06,-4.19,0.04,0.15,-0.77,0.62,-103.55,-14.80,-169.34,-29.60,-761037632.00,390029280.00,-163.82,0,1,3,3
3252.69,Main,845.59,659.82,129.92,10.67,10.67,10.67,0.00,0.36,8.62,130.38,96937.29,26.75,-771821824.00,427118080.00,250.21,842.71,661.25,-25.90,109.90,13,2.47,0.36,8.62,-20.31,-78.75,8.12,-23.75,45.06,-4.19,0.04,0.16,-0.77,0.62,-103.93,-14.55,-168.59,0.00,-761037632.00,390029280.00,-163.82,0,1,3,3
